gene,DEMO_CELL_001,DEMO_CELL_002,DEMO_CELL_003,DEMO_CELL_004,DEMO_CELL_005,DEMO_CELL_006,DEMO_CELL_007,DEMO_CELL_008,DEMO_CELL_009,DEMO_CELL_010,DEMO_CELL_011,DEMO_CELL_012,DEMO_CELL_013,DEMO_CELL_014,DEMO_CELL_015,DEMO_CELL_016,DEMO_CELL_017,DEMO_CELL_018,DEMO_CELL_019,DEMO_CELL_020,DEMO_CELL_021,DEMO_CELL_022,DEMO_CELL_023,DEMO_CELL_024,DEMO_CELL_025,DEMO_CELL_026,DEMO_CELL_027,DEMO_CELL_028,DEMO_CELL_029,DEMO_CELL_030,DEMO_CELL_031,DEMO_CELL_032,DEMO_CELL_033,DEMO_CELL_034,DEMO_CELL_035,DEMO_CELL_036,DEMO_CELL_037,DEMO_CELL_038,DEMO_CELL_039,DEMO_CELL_040,DEMO_CELL_041,DEMO_CELL_042,DEMO_CELL_043,DEMO_CELL_044,DEMO_CELL_045,DEMO_CELL_046,DEMO_CELL_047,DEMO_CELL_048,DEMO_CELL_049,DEMO_CELL_050,DEMO_CELL_051,DEMO_CELL_052,DEMO_CELL_053,DEMO_CELL_054,DEMO_CELL_055,DEMO_CELL_056,DEMO_CELL_057,DEMO_CELL_058,DEMO_CELL_059,DEMO_CELL_060,DEMO_CELL_061,DEMO_CELL_062,DEMO_CELL_063,DEMO_CELL_064,DEMO_CELL_065,DEMO_CELL_066,DEMO_CELL_067,DEMO_CELL_068,DEMO_CELL_069,DEMO_CELL_070,DEMO_CELL_071,DEMO_CELL_072,DEMO_CELL_073,DEMO_CELL_074,DEMO_CELL_075,DEMO_CELL_076,DEMO_CELL_077,DEMO_CELL_078,DEMO_CELL_079,DEMO_CELL_080,DEMO_CELL_081,DEMO_CELL_082,DEMO_CELL_083,DEMO_CELL_084,DEMO_CELL_085,DEMO_CELL_086,DEMO_CELL_087,DEMO_CELL_088,DEMO_CELL_089,DEMO_CELL_090,DEMO_CELL_091,DEMO_CELL_092,DEMO_CELL_093,DEMO_CELL_094,DEMO_CELL_095,DEMO_CELL_096,DEMO_CELL_097,DEMO_CELL_098,DEMO_CELL_099,DEMO_CELL_100,DEMO_CELL_101,DEMO_CELL_102,DEMO_CELL_103,DEMO_CELL_104,DEMO_CELL_105,DEMO_CELL_106,DEMO_CELL_107,DEMO_CELL_108,DEMO_CELL_109,DEMO_CELL_110,DEMO_CELL_111,DEMO_CELL_112,DEMO_CELL_113,DEMO_CELL_114,DEMO_CELL_115,DEMO_CELL_116,DEMO_CELL_117,DEMO_CELL_118,DEMO_CELL_119,DEMO_CELL_120
SIMGENE0146,4,2,1,4,1,1,6,4,3,6,3,2,3,5,1,1,3,3,1,4,3,2,0,11,1,3,5,6,2,2,3,8,0,1,3,4,5,7,4,5,4,2,3,1,4,2,5,1,3,2,0,10,5,1,1,3,3,4,2,2,6,1,1,4,5,10,1,2,1,8,6,4,4,3,2,3,1,3,8,2,3,4,10,4,2,2,2,3,2,8,1,7,6,4,6,5,1,3,3,3,1,9,1,2,3,2,4,1,8,2,0,10,4,7,1,17,3,9,2,7
SIMGENE0147,1,6,3,7,10,5,6,1,4,4,3,2,2,3,9,1,2,2,5,1,1,1,10,9,2,3,3,6,8,2,7,7,7,7,8,3,7,11,4,9,4,5,6,11,2,1,3,5,1,6,1,1,2,2,12,7,1,5,7,10,1,1,4,8,2,2,1,1,2,1,6,5,2,9,7,4,10,4,2,3,2,7,5,6,9,3,11,3,8,8,3,4,8,12,4,5,13,13,2,4,7,3,3,4,9,2,5,2,6,8,12,6,3,6,4,4,3,2,4,4
SIMGENE0148,3,2,3,1,3,0,1,0,1,2,2,1,1,2,1,1,0,3,0,1,1,5,1,1,4,3,3,3,1,4,5,1,1,2,3,3,2,4,4,1,3,1,3,0,0,1,1,0,1,1,3,1,3,2,0,2,1,0,1,1,1,1,1,1,2,2,2,1,2,4,2,1,1,1,0,2,2,1,1,2,2,0,1,2,1,1,1,2,2,0,3,3,1,1,1,0,1,3,1,0,5,4,3,4,3,1,2,1,4,2,1,3,1,0,0,2,2,1,1,2
SIMGENE0149,0,2,5,0,3,1,5,2,3,3,3,1,0,1,1,1,2,2,2,1,0,2,1,3,1,1,0,1,0,1,0,4,2,1,1,0,5,1,1,1,2,0,2,1,1,2,3,2,1,1,2,5,1,3,4,1,5,2,0,3,3,1,1,2,2,3,3,4,2,6,2,4,2,2,2,3,2,4,1,4,1,2,1,2,1,1,1,3,2,2,3,1,1,2,2,2,2,2,2,3,6,4,5,0,1,7,2,2,3,2,6,2,5,1,2,2,0,2,3,2
SIMGENE0150,2,3,1,4,3,3,6,4,0,1,2,4,2,1,2,6,2,2,1,2,4,1,1,3,1,1,5,1,3,10,3,2,1,3,3,1,5,1,5,1,1,1,0,6,1,6,1,3,1,1,3,1,3,4,1,9,1,10,4,1,1,2,1,2,2,2,1,2,3,1,4,4,1,1,3,2,2,2,2,4,1,1,7,5,1,1,2,2,11,3,1,2,1,6,0,6,3,1,2,2,1,3,3,5,6,1,1,2,4,1,4,6,0,3,5,5,5,2,2,3
SIMGENE0151,9,11,19,11,27,1,8,16,7,13,8,17,11,16,3,18,7,9,7,10,12,49,12,13,1,8,22,6,1,17,11,26,13,0,6,8,7,22,17,13,8,11,21,5,8,21,10,14,10,3,16,14,7,8,18,6,15,24,19,37,33,8,22,7,20,27,11,28,34,37,6,3,8,14,20,13,9,5,12,17,10,10,4,5,6,4,3,13,2,9,10,13,12,11,10,5,8,3,4,2,13,10,8,10,8,20,20,9,24,14,23,11,19,15,11,3,19,17,12,21
SIMGENE0152,22,17,12,15,5,26,10,19,12,18,24,5,20,9,28,4,8,4,4,6,14,9,6,10,8,2,10,2,7,3,12,4,1,1,2,2,8,11,7,3,6,3,18,10,3,7,12,2,9,3,6,4,16,3,20,4,4,8,14,8,3,4,5,5,28,7,5,7,23,19,8,4,10,4,3,2,10,1,15,9,13,11,11,10,10,4,7,10,7,4,2,32,24,5,21,39,13,18,8,17,3,11,5,10,11,11,8,1,2,6,2,2,4,1,2,4,4,4,6,6
SIMGENE0153,15,12,2,6,14,12,10,9,5,18,6,57,17,1,11,8,10,6,22,7,2,10,3,9,4,12,28,5,9,18,27,23,19,4,22,20,4,11,13,33,4,44,9,6,4,26,3,14,2,2,11,13,9,20,24,9,13,6,3,22,18,1,9,6,3,23,2,2,9,5,4,8,4,15,19,9,2,5,8,10,11,2,4,8,25,3,20,14,16,7,10,21,8,8,13,5,3,22,40,10,13,23,11,5,21,32,4,79,10,20,34,10,22,14,22,11,6,7,16,22
SIMGENE0154,3,0,0,1,1,1,1,1,3,0,0,2,0,1,1,0,1,1,1,0,1,1,2,2,0,2,1,0,0,1,2,3,2,1,1,4,1,1,2,1,1,4,0,1,0,0,0,0,1,0,1,0,1,1,1,2,1,1,1,1,1,2,3,1,1,2,2,3,0,4,1,2,2,1,3,2,1,1,1,1,4,1,1,1,1,1,1,4,1,2,3,0,3,2,4,2,1,0,2,1,2,1,1,1,1,3,1,1,3,2,1,1,1,1,1,5,2,1,1,2
SIMGENE0155,12,7,27,11,17,11,9,10,10,3,16,39,13,19,20,15,14,7,59,4,24,7,18,3,27,9,8,2,1,15,8,54,24,33,5,23,8,8,15,2,10,5,19,5,7,17,5,6,15,25,20,9,16,11,19,24,7,6,5,19,10,11,21,14,23,2,13,19,20,1,7,34,4,7,5,2,20,31,12,19,22,21,17,17,10,17,7,9,20,8,27,7,4,19,6,21,5,40,5,9,25,14,13,5,10,16,17,3,3,2,12,11,4,15,25,6,9,8,23,3
SIMGENE0156,5,5,11,6,10,15,22,5,12,9,6,11,9,31,15,9,21,9,22,8,2,6,3,16,25,15,10,20,11,10,7,3,14,6,3,3,24,3,11,8,4,0,7,3,18,1,6,22,7,19,1,12,23,14,9,7,7,6,7,16,4,11,0,7,1,4,12,5,11,8,9,5,17,19,11,12,7,9,8,4,12,12,36,3,10,10,8,6,3,7,4,22,9,7,34,19,4,2,26,6,4,10,4,8,22,7,5,4,3,2,8,12,2,3,13,3,17,10,11,3
SIMGENE0157,9,10,9,5,8,6,32,21,13,21,12,9,5,4,11,8,26,9,16,25,26,11,10,7,7,11,4,11,8,3,14,2,9,3,4,7,4,6,7,9,4,12,3,2,3,8,17,7,15,22,8,10,10,4,12,5,4,4,3,3,4,5,2,10,3,11,8,16,23,7,7,13,14,3,21,56,28,16,6,15,6,1,10,7,16,1,12,7,1,13,8,4,2,5,7,6,1,5,1,9,6,5,24,5,18,24,5,4,9,5,18,8,17,7,42,7,11,4,19,5
SIMGENE0158,2,0,1,2,1,1,2,4,4,1,1,2,2,3,3,1,1,1,4,2,1,3,2,1,2,2,2,2,2,3,1,3,2,3,2,5,1,1,3,2,1,0,2,0,1,1,2,1,4,4,3,1,0,5,2,1,3,1,2,2,2,2,2,1,7,3,2,1,1,2,1,1,1,3,2,3,2,1,2,1,0,2,0,1,0,1,1,1,2,3,1,1,2,1,3,2,1,1,2,1,1,1,1,1,1,3,1,1,1,1,0,1,0,2,0,1,1,1,1,2
SIMGENE0159,0,4,8,1,0,2,3,1,2,1,9,3,4,2,0,2,2,3,5,3,5,4,3,6,4,2,3,6,5,7,1,7,3,2,3,2,10,4,3,4,4,0,2,2,4,0,2,4,1,4,3,6,1,3,3,4,6,3,3,1,3,2,4,6,2,7,5,10,2,8,4,4,10,3,4,3,10,1,1,20,3,6,2,6,3,2,1,4,1,1,9,3,2,1,6,7,1,3,2,1,1,17,1,3,6,5,8,1,1,4,6,2,5,3,5,10,1,3,7,9
SIMGENE0160,3,4,2,5,9,4,1,1,0,3,2,2,4,3,1,4,3,4,3,1,4,1,1,1,2,2,4,2,3,1,2,3,5,1,5,1,5,5,2,4,1,2,0,3,1,2,7,6,0,2,2,3,3,2,2,0,1,3,1,1,8,6,4,2,3,5,1,6,8,8,1,4,1,1,3,2,6,1,14,7,2,1,2,0,10,1,2,11,0,6,3,7,2,4,8,7,3,7,5,12,0,5,4,3,1,2,4,4,8,2,2,4,13,12,2,2,12,17,6,1
SIMGENE0161,2,2,2,1,0,4,1,1,2,2,2,2,2,1,0,1,1,0,1,4,1,1,2,0,3,1,2,1,1,2,0,1,0,1,3,1,1,1,2,1,5,4,3,3,2,1,2,0,1,2,3,1,3,0,4,4,3,3,1,5,1,4,2,5,1,3,3,1,2,2,2,4,1,4,1,2,1,5,2,2,6,3,1,2,1,6,3,1,1,1,2,4,0,1,2,1,4,1,3,1,2,1,3,3,2,2,2,3,1,1,4,3,2,1,4,4,4,2,4,3
SIMGENE0162,13,2,8,4,13,8,8,5,3,4,10,10,6,8,10,3,0,2,7,2,9,2,9,7,1,6,8,2,11,1,7,2,10,3,5,16,5,4,4,5,5,2,12,2,5,3,6,6,4,3,3,3,2,2,9,4,17,1,10,4,6,12,2,8,4,10,8,1,24,2,14,8,10,3,3,5,7,4,3,4,12,4,8,1,28,26,13,12,5,15,2,0,14,7,14,3,8,10,4,19,4,2,15,1,10,6,3,2,1,5,2,4,9,1,8,5,3,6,4,3
SIMGENE0163,3,2,2,2,0,1,1,3,0,2,1,1,1,1,1,2,1,1,2,0,1,1,3,1,2,3,0,1,0,1,3,1,1,2,2,1,2,2,1,2,2,1,3,1,1,0,0,1,1,1,0,2,1,5,2,1,4,1,3,1,1,2,2,3,1,1,2,1,2,2,1,3,1,2,1,0,2,1,3,2,0,3,1,2,1,3,1,5,1,1,0,4,3,2,1,2,5,3,0,1,2,1,1,3,2,5,2,2,2,4,7,3,1,3,2,2,1,8,3,1
SIMGENE0164,1,1,1,2,1,1,2,1,1,3,1,2,1,0,2,1,1,3,1,2,1,0,2,1,0,2,0,1,0,0,1,2,1,0,1,0,2,0,1,1,1,0,1,3,1,1,1,1,0,0,1,2,1,1,0,0,1,1,1,2,2,2,0,1,1,1,0,2,1,1,0,1,3,1,2,0,1,1,4,2,1,1,0,0,1,1,1,1,1,0,0,0,1,2,1,1,2,1,1,1,0,4,1,0,2,3,1,1,1,3,1,1,2,1,1,0,2,2,3,1
SIMGENE0165,3,14,19,7,1,8,16,4,8,5,14,12,9,0,3,15,15,14,4,4,5,2,19,12,8,8,15,4,4,3,3,6,14,1,3,3,4,3,10,1,22,10,20,7,20,7,6,16,16,4,8,2,14,10,9,6,17,7,8,15,7,13,6,6,1,10,12,7,11,8,1,7,18,7,7,11,8,5,4,5,1,3,14,3,7,20,13,23,9,13,2,4,13,9,2,5,3,7,9,8,21,33,7,3,11,3,6,6,13,3,10,6,2,5,3,3,8,5,11,8
SIMGENE0166,0,0,0,0,2,3,0,2,0,4,1,1,1,1,1,1,1,0,0,1,2,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,3,1,2,0,0,1,1,1,0,0,1,2,1,1,2,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,2,1,0,0,0,1,0,0,3,1,0,0,0,0,0,2,1,0,1,1,1,0,1,0,1,2,1,2,1,0,1,1,0,0,0,1,1,1,1,2,2,1,1,0,1,2
SIMGENE0167,22,5,3,19,13,23,4,13,10,12,18,4,19,3,25,4,5,4,4,13,16,18,15,7,10,9,7,13,10,14,22,10,1,1,5,21,17,6,20,8,11,6,1,3,1,9,4,11,5,3,8,13,1,16,6,5,1,7,17,5,3,7,10,2,4,6,1,12,2,5,3,3,7,7,2,20,6,4,0,5,12,7,2,5,17,20,2,5,9,17,2,21,3,17,1,20,15,6,16,11,9,8,1,15,13,6,5,6,11,8,14,4,21,5,5,1,7,9,4,6
SIMGENE0168,3,1,3,2,2,3,2,1,2,1,1,1,5,3,4,4,4,2,2,1,2,1,2,1,3,2,1,1,1,1,1,3,2,3,1,1,2,3,0,0,3,3,1,3,2,2,1,1,2,1,1,1,1,1,3,1,2,4,1,6,2,3,2,2,2,2,4,3,2,2,4,2,1,1,1,4,7,4,4,1,3,0,4,5,2,1,1,0,1,7,3,1,4,2,1,4,4,3,3,5,2,2,2,3,5,3,1,1,0,0,4,3,2,1,2,4,2,3,4,3
SIMGENE0169,5,8,1,5,3,4,4,4,4,4,0,1,1,2,1,4,2,2,5,3,2,2,1,3,2,2,1,2,3,1,4,1,3,3,10,3,0,1,2,2,1,2,2,0,2,2,3,1,4,5,8,1,2,3,3,1,0,3,3,4,4,3,1,3,4,1,3,1,3,7,3,1,4,1,1,1,5,1,7,6,4,0,2,1,2,1,1,1,1,2,0,2,1,7,1,3,1,0,2,3,8,5,1,2,2,1,4,1,1,2,4,1,2,4,2,10,4,1,3,9
SIMGENE0170,2,1,8,0,2,5,2,4,1,3,5,2,3,2,4,3,3,2,0,1,4,3,6,3,1,1,2,5,2,2,1,1,5,3,1,1,1,2,4,3,2,2,1,1,3,5,3,4,3,7,1,5,3,7,8,1,1,5,4,13,8,7,3,3,2,7,1,1,4,16,3,7,7,10,6,4,4,3,6,5,4,2,2,1,7,4,9,2,16,3,3,2,5,3,10,10,2,3,11,9,10,9,6,3,7,2,6,12,14,1,12,3,3,3,6,5,3,9,9,5
SIMGENE0171,8,15,13,7,1,12,2,1,6,7,4,10,9,8,0,11,7,5,4,3,8,8,3,6,7,5,6,4,9,5,9,2,3,27,12,15,11,3,5,26,5,7,10,9,3,7,4,5,2,7,3,5,9,4,9,5,6,1,2,9,11,32,11,7,6,5,6,6,1,8,3,24,20,9,4,5,7,3,8,6,7,6,1,2,3,8,2,3,2,5,4,3,1,6,8,8,1,4,4,11,5,11,4,7,14,4,2,6,5,1,3,4,2,16,9,13,4,5,2,2
SIMGENE0172,8,5,7,1,6,10,3,14,1,2,2,8,4,4,3,8,3,1,4,7,2,11,2,4,6,0,10,4,2,6,2,2,7,2,5,6,7,4,0,4,3,4,7,1,3,1,0,2,6,2,4,3,1,2,2,5,1,4,1,3,3,2,4,1,1,3,3,4,4,4,9,1,0,5,3,1,2,4,1,1,6,2,4,7,4,12,6,4,2,5,8,0,4,1,3,1,2,2,1,1,4,8,3,7,5,0,2,2,3,6,5,11,1,8,1,4,1,2,9,10
SIMGENE0173,22,9,6,18,4,8,8,6,6,11,6,4,10,10,16,4,12,4,4,6,11,19,6,3,6,11,1,4,10,22,14,4,2,6,9,10,13,1,4,6,12,3,4,18,4,8,8,3,12,9,5,4,15,15,8,5,4,19,18,6,3,19,11,10,1,8,9,9,12,9,5,7,3,5,5,6,2,3,8,4,8,12,7,16,7,6,11,23,20,6,15,3,1,5,5,10,9,1,3,12,13,8,32,18,14,16,25,34,1,10,41,10,4,19,6,3,17,3,2,8
SIMGENE0174,7,19,5,11,10,3,3,8,5,4,7,5,2,7,7,10,5,1,9,3,13,7,29,15,4,18,14,8,4,34,3,2,2,7,36,7,22,8,21,20,8,3,9,5,4,13,6,11,9,4,31,6,3,2,7,9,9,10,6,8,10,10,5,3,3,42,19,6,14,19,21,8,15,12,35,30,12,2,4,14,6,16,1,2,4,10,16,10,5,11,13,11,5,5,20,5,7,3,36,6,16,8,7,9,18,9,6,3,15,4,12,23,5,4,1,14,12,21,3,6
SIMGENE0175,3,3,10,5,4,1,6,2,4,11,5,2,10,1,2,2,13,3,9,7,8,2,4,7,14,4,17,8,19,2,4,7,1,8,8,6,9,5,1,13,10,12,18,12,21,32,5,9,16,4,35,17,23,17,24,11,8,15,1,10,4,8,10,7,1,6,6,10,3,8,3,15,3,6,5,3,6,6,6,17,8,26,18,30,14,23,14,31,5,6,18,21,6,4,5,13,2,11,6,9,1,10,40,4,6,22,1,7,2,5,10,9,24,6,2,25,3,13,4,13
SIMGENE0176,4,3,6,0,6,6,6,10,10,1,14,2,18,7,3,8,9,18,4,8,9,3,9,7,6,16,4,6,25,5,1,1,16,2,7,2,7,4,27,11,12,3,6,10,8,10,4,13,5,10,7,2,1,2,9,3,1,7,14,8,6,13,5,9,11,7,12,11,8,3,16,4,1,4,4,4,2,13,5,7,6,7,5,7,12,23,1,16,7,2,2,1,1,14,3,7,4,6,7,10,8,10,4,11,5,6,3,17,5,0,6,5,5,10,2,9,3,3,11,5
SIMGENE0177,3,3,1,1,2,0,3,4,4,1,0,3,1,3,1,1,4,6,3,3,1,1,6,2,1,5,2,1,3,1,6,4,1,0,2,0,2,2,1,4,5,1,2,4,3,0,1,1,1,4,2,3,3,4,1,2,4,7,6,5,4,1,6,2,2,1,3,0,3,1,1,3,2,2,2,1,1,1,3,1,1,2,1,4,2,7,1,2,1,2,3,1,1,0,1,2,2,1,3,1,2,2,1,1,3,5,1,1,0,2,1,0,1,1,2,0,2,1,2,3
SIMGENE0178,6,7,6,8,1,6,3,3,1,6,9,2,5,5,9,3,12,6,1,7,3,10,3,2,2,8,11,2,8,3,7,3,6,5,4,2,6,8,6,3,3,7,10,3,2,5,22,2,7,13,6,3,19,21,2,3,23,4,6,6,5,13,2,6,4,7,5,11,5,4,3,5,5,4,7,7,2,5,2,1,9,2,5,5,4,6,5,7,12,4,1,4,2,2,4,2,1,6,0,4,3,7,12,12,12,3,3,12,3,13,4,2,3,7,4,10,8,16,7,5
SIMGENE0179,18,26,10,20,6,6,15,5,31,5,23,5,12,1,7,2,22,5,4,23,6,5,8,11,5,7,3,11,3,4,1,6,35,2,3,1,16,1,3,5,17,5,7,10,3,7,8,8,4,11,23,5,3,4,6,6,15,3,20,13,1,16,5,14,6,5,9,3,15,19,7,10,4,9,14,2,9,2,10,23,8,11,10,15,2,3,5,10,2,2,10,4,3,3,7,6,4,8,13,1,7,1,5,14,10,8,8,15,5,2,7,5,4,12,5,9,23,9,5,3
SIMGENE0180,5,4,4,5,6,1,5,1,3,5,5,13,8,2,3,4,1,2,8,14,2,1,4,15,3,7,4,10,0,9,8,3,2,6,2,1,5,5,7,7,5,4,5,7,5,1,6,2,7,1,3,2,9,2,4,2,2,6,6,11,6,3,1,23,8,13,3,4,2,9,3,15,5,9,1,6,2,6,17,2,6,5,23,13,7,12,6,3,5,1,7,2,3,12,7,4,12,5,4,7,3,7,3,2,3,2,3,2,9,2,0,2,3,5,1,1,6,9,6,8
SIMGENE0181,1,3,1,1,2,1,6,2,2,3,6,3,5,3,4,1,1,4,2,5,2,1,1,2,1,2,3,4,1,1,1,3,2,2,2,1,1,2,5,5,1,2,2,3,2,2,0,4,1,4,1,1,2,2,1,2,2,2,2,1,2,4,2,1,1,1,2,1,1,2,1,2,0,0,1,2,1,5,1,1,4,1,3,0,1,2,1,1,1,0,3,3,3,4,3,1,4,0,1,1,4,7,1,2,4,1,0,1,2,1,1,2,1,2,1,3,1,0,3,2
SIMGENE0182,5,2,1,2,3,2,1,2,1,1,2,2,2,1,2,2,3,0,2,3,1,0,1,1,2,4,1,1,1,4,0,3,2,0,1,3,2,1,1,2,4,2,7,8,5,3,8,0,2,4,3,1,2,2,2,2,3,1,5,1,1,1,3,7,6,1,6,5,1,3,1,10,0,2,2,6,2,3,4,1,1,1,1,0,4,3,2,1,5,4,3,1,1,2,2,1,1,2,0,0,2,3,1,10,2,4,2,3,2,4,1,1,7,1,1,3,2,3,1,6
SIMGENE0183,30,4,2,3,3,9,9,8,7,4,4,10,15,6,14,5,21,3,5,8,4,1,13,1,7,3,0,5,0,16,7,4,11,17,6,29,22,4,7,10,11,10,4,6,11,7,3,7,9,7,12,8,1,1,11,6,6,9,1,12,8,6,5,7,32,9,7,14,17,4,14,20,13,45,23,49,7,6,58,3,11,10,40,6,33,46,3,5,15,9,1,29,10,5,20,29,13,30,12,13,8,10,3,4,9,45,23,8,27,14,11,4,7,14,9,30,2,9,34,23
SIMGENE0184,6,9,6,3,10,3,12,5,20,6,12,16,18,19,12,6,12,22,6,5,10,6,8,33,17,4,14,1,1,4,25,14,3,7,15,20,7,0,4,6,7,30,29,5,9,13,8,4,5,22,17,1,9,9,2,21,24,3,6,5,6,15,17,4,18,18,7,19,31,22,29,2,17,19,16,5,7,43,2,8,7,20,2,9,33,9,16,14,24,24,18,10,7,8,1,13,23,11,9,10,7,4,5,1,15,3,1,12,14,13,3,10,9,10,9,8,24,3,7,8
SIMGENE0185,3,1,3,3,9,6,8,2,3,3,8,2,3,16,2,6,7,3,13,1,2,5,10,1,3,1,12,6,2,5,2,5,1,10,11,5,6,6,2,3,7,13,5,8,10,3,9,26,11,4,1,18,22,7,7,29,5,2,1,5,10,22,12,7,16,5,13,5,7,7,3,11,2,9,19,4,10,7,5,3,4,10,4,2,9,1,1,3,1,5,6,3,3,2,2,10,8,6,3,7,4,4,8,10,7,9,7,6,7,5,12,12,9,10,4,12,7,2,6,7
SIMGENE0186,13,24,24,14,26,8,15,7,13,14,18,9,4,10,41,5,6,12,11,12,24,5,12,19,11,32,26,23,6,34,22,20,14,21,10,5,11,10,5,9,14,16,3,7,7,5,2,6,3,5,12,9,11,8,5,12,21,7,3,6,42,28,13,14,22,7,21,3,32,7,9,4,23,26,30,31,6,3,28,14,6,2,2,22,11,16,29,20,26,20,5,15,9,12,14,9,6,3,18,12,8,7,11,4,20,2,9,8,9,3,1,9,8,15,10,7,2,2,4,1
SIMGENE0187,1,2,2,1,0,1,3,0,0,2,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,3,4,2,2,2,1,3,2,1,1,2,1,0,2,2,2,1,1,0,1,1,2,2,2,2,2,2,1,1,1,2,1,0,1,1,0,0,2,0,2,1,1,1,1,0,1,2,1,0,1,1,0,2,0,2,2,0,1,1,1,0,1,1,1,1,2,2,1,2,1,3,1,3,2,1,2,1,1,2,1,3,1,1,0,2,1,3,2,1,2,2,2,3,4,0
SIMGENE0188,2,13,18,2,1,6,9,10,7,10,1,10,7,13,6,3,7,9,3,2,2,7,4,4,2,1,2,6,7,8,2,7,2,6,3,5,5,2,2,2,4,2,6,11,4,4,15,3,1,9,4,12,0,3,7,1,2,2,11,6,9,9,2,5,5,5,9,6,15,12,3,9,9,4,7,14,1,9,12,6,10,4,3,6,2,1,11,9,4,0,4,6,5,1,8,6,6,4,4,9,4,14,12,9,6,13,9,24,12,8,6,6,9,6,8,3,10,5,4,7
SIMGENE0189,2,2,2,4,3,7,2,3,3,2,6,5,3,5,2,5,4,2,3,6,5,2,9,1,4,4,2,1,3,2,1,5,3,1,1,2,1,0,6,6,1,5,1,2,4,2,3,0,0,2,4,2,2,3,1,1,1,1,2,2,4,3,2,6,4,2,4,7,3,3,10,1,4,2,6,9,1,4,4,1,4,2,3,2,3,2,2,4,3,3,2,3,4,1,1,3,2,1,2,3,5,4,4,12,4,10,1,5,5,1,3,5,2,4,5,10,3,5,4,2
SIMGENE0190,15,7,17,5,7,6,4,5,7,9,1,6,16,7,8,5,5,11,6,7,17,2,12,22,9,5,9,16,20,6,12,4,20,8,6,2,5,11,4,5,10,8,23,6,5,14,9,4,9,5,10,28,5,10,7,10,3,19,9,10,8,6,3,10,9,8,5,6,4,9,1,6,3,15,11,4,6,10,21,7,7,3,7,6,21,3,23,11,1,5,15,1,1,1,3,11,19,1,19,12,3,3,3,1,14,7,1,12,3,8,1,4,13,2,8,2,24,14,13,10
SIMGENE0191,8,6,8,7,8,10,5,4,3,5,2,4,12,5,2,2,4,3,8,6,1,3,2,3,2,4,4,3,2,1,3,2,1,1,7,2,2,4,5,2,0,4,6,2,2,1,0,2,4,3,4,2,1,1,1,3,2,6,2,0,2,1,1,0,7,1,3,3,2,4,1,4,5,4,3,1,1,4,2,1,2,2,6,2,3,13,3,8,6,5,14,5,4,5,3,9,12,1,6,3,3,4,14,2,2,3,2,2,2,3,0,2,7,6,6,1,1,1,1,0
SIMGENE0192,8,2,4,7,5,3,2,18,7,1,10,17,5,6,11,8,5,10,1,18,3,2,8,6,2,8,3,9,6,0,5,3,18,4,2,2,8,11,9,4,25,1,0,10,6,6,10,14,11,10,4,2,1,10,15,2,2,4,4,7,11,2,3,12,14,19,8,2,2,3,8,20,6,9,2,4,3,5,4,5,8,4,2,4,19,10,6,2,11,16,14,6,5,10,28,13,8,11,11,1,2,3,17,1,9,3,3,18,7,6,19,3,10,4,3,10,3,5,7,1
SIMGENE0193,5,6,2,19,5,2,11,6,7,5,8,12,7,2,8,17,6,6,7,3,0,3,0,2,10,5,1,2,4,1,3,2,6,4,1,6,10,10,2,2,3,9,3,1,1,0,1,6,4,5,2,1,9,6,9,6,2,4,1,3,4,1,4,1,6,1,6,2,2,5,2,8,1,2,9,3,3,4,1,5,7,5,14,6,8,6,3,5,11,8,8,4,8,2,3,2,11,5,6,5,2,2,12,3,2,4,4,2,2,3,4,3,4,5,4,1,4,3,2,3
SIMGENE0194,1,1,1,6,6,3,2,2,5,2,2,6,2,1,6,6,11,4,13,2,3,5,5,2,1,1,2,5,0,1,3,5,0,1,1,1,1,4,2,3,2,5,4,1,1,9,1,1,1,6,0,5,4,7,4,1,6,10,6,12,1,1,6,10,2,4,5,3,4,4,1,2,7,6,2,1,3,3,2,2,2,1,1,2,2,3,0,3,3,5,5,6,5,10,7,2,1,1,3,0,3,2,2,2,3,9,0,7,1,2,2,3,4,2,1,1,2,1,2,4
SIMGENE0195,23,21,8,12,11,22,3,10,3,7,14,9,3,4,3,18,14,10,25,16,21,11,12,5,16,12,6,11,19,14,18,4,15,13,9,15,43,1,30,2,22,2,9,18,11,6,8,12,3,3,7,19,8,8,24,11,14,28,12,6,8,12,2,10,7,5,7,5,9,2,4,6,9,5,4,6,12,6,7,6,48,15,24,9,20,37,13,6,24,12,35,9,5,12,6,6,21,16,20,9,8,5,17,41,14,20,8,2,26,11,15,1,10,4,24,8,15,32,24,5
